sofifa_id,player_url,short_name,age,weight_kg,nationality,club,overall,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,team_position,team_jersey_number,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning
199652,https://sofifa.com/player/199652/dennis-praet/20/159586,D. Praet,25,78,Belgium,Leicester City,76,"CM, CAM",Right,2,4,4,High/Medium,SUB,26.0,2023.0,SUB,19.0,69.0,70.0,77.0,78.0,61.0,64.0,,,,,,
206003,https://sofifa.com/player/206003/yvon-mvogo/20/159586,Y. Mvogo,25,90,Switzerland,RB Leipzig,76,GK,Right,1,3,1,Medium/Medium,SUB,28.0,2021.0,SUB,12.0,,,,,,,80.0,74.0,71.0,79.0,42.0,71.0
212678,https://sofifa.com/player/212678/ludwig-augustinsson/20/159586,L. Augustinsson,25,72,Sweden,SV Werder Bremen,76,LB,Left,1,2,3,High/Medium,LB,5.0,2022.0,LB,6.0,76.0,59.0,75.0,74.0,71.0,72.0,,,,,,
215798,https://sofifa.com/player/215798/maxwel-cornet/20/159586,M. Cornet,22,69,Ivory Coast,Olympique Lyonnais,76,"RW, LW, ST",Left,1,5,3,High/High,SUB,27.0,2021.0,SUB,11.0,88.0,76.0,69.0,76.0,36.0,72.0,,,,,,
216452,https://sofifa.com/player/216452/goncalo-mendes-paciencia/20/159586,GonÃ§alo PaciÃªncia,24,79,Portugal,Eintracht Frankfurt,76,ST,Right,1,4,4,Medium/Medium,SUB,39.0,2022.0,,,64.0,76.0,54.0,77.0,33.0,77.0,,,,,,
216778,https://sofifa.com/player/216778/ruben-afonso-borges-semedo/20/159586,RÃºben Semedo,25,84,Portugal,Olympiacos CFP,76,"CB, CDM",Right,1,3,2,Medium/High,RCB,3.0,2023.0,,,68.0,52.0,54.0,64.0,74.0,77.0,,,,,,
219581,https://sofifa.com/player/219581/samuel-gigot/20/159586,S. Gigot,25,83,France,Spartak Moscow,76,CB,Right,1,2,2,Medium/Medium,RCB,2.0,2022.0,,,65.0,29.0,61.0,58.0,76.0,79.0,,,,,,
220085,https://sofifa.com/player/220085/luca-waldschmidt/20/159586,L. Waldschmidt,23,74,Germany,SC Freiburg,76,"CF, ST",Left,1,3,3,Medium/Medium,RS,11.0,2022.0,,,76.0,78.0,69.0,75.0,29.0,60.0,,,,,,
225403,https://sofifa.com/player/225403/irfan-can-kahveci/20/159586,I. Kahveci,23,67,Turkey,Medipol BaÅakÅehir FK,76,"CM, CDM, CAM",Left,1,4,4,High/Medium,RDM,17.0,2021.0,SUB,21.0,77.0,68.0,76.0,78.0,62.0,67.0,,,,,,
226637,https://sofifa.com/player/226637/ruben-duarte-sanchez/20/159586,RubÃ©n Duarte,23,75,Spain,Deportivo AlavÃ©s,76,LB,Left,1,2,2,Medium/Medium,LB,3.0,2023.0,,,68.0,36.0,65.0,67.0,77.0,70.0,,,,,,
228302,https://sofifa.com/player/228302/alfonso-pedraza-sag/20/159586,Pedraza,23,73,Spain,Real Betis,76,"LM, LB, LWB",Left,1,2,3,High/Medium,LB,6.0,2020.0,,,83.0,71.0,71.0,76.0,69.0,73.0,,,,,,
229034,https://sofifa.com/player/229034/victor-guzman/20/159586,V. GuzmÃ¡n,24,81,Mexico,Pachuca,76,"CM, CAM, CDM",Right,1,3,3,High/Medium,LDM,5.0,2024.0,,,75.0,71.0,73.0,75.0,69.0,70.0,,,,,,
229391,https://sofifa.com/player/229391/joao-maria-palhinha-goncalves/20/159586,Palhinha,23,83,Portugal,SC Braga,76,"CDM, CM",Right,1,4,2,Low/Medium,SUB,60.0,2020.0,,,40.0,51.0,65.0,67.0,76.0,80.0,,,,,,
229749,https://sofifa.com/player/229749/alexander-barboza/20/159586,A. Barboza,24,88,Argentina,Independiente,76,CB,Left,1,3,2,High/High,LCB,26.0,2023.0,,,54.0,55.0,58.0,62.0,73.0,84.0,,,,,,
236639,https://sofifa.com/player/236639/miguel-angelo-da-silva-rocha/20/159586,Xeka,24,83,Portugal,LOSC Lille,76,"CDM, CM",Right,1,4,4,Medium/Medium,SUB,8.0,2022.0,,,62.0,58.0,71.0,74.0,70.0,75.0,,,,,,
200429,https://sofifa.com/player/200429/benito-raman/20/159586,B. Raman,24,67,Belgium,FC Schalke 04,76,"LM, RM, ST",Right,1,4,3,High/Medium,LM,9.0,2024.0,,,91.0,72.0,66.0,79.0,26.0,56.0,,,,,,
205756,https://sofifa.com/player/205756/stefano-denswil/20/159586,S. Denswil,26,81,Netherlands,Bologna,76,CB,Left,1,4,3,Medium/Medium,LCB,4.0,2022.0,,,46.0,57.0,66.0,64.0,76.0,74.0,,,,,,
205855,https://sofifa.com/player/205855/marko-livaja/20/159586,M. Livaja,25,84,Croatia,AEK Athens,76,"ST, CAM",Right,1,5,3,Medium/Low,SUB,10.0,2021.0,,,74.0,73.0,60.0,75.0,32.0,77.0,,,,,,
207734,https://sofifa.com/player/207734/paulo-henrique-soares-dos-santos/20/159586,Paulinho,24,63,Brazil,Portimonense SC,76,"CAM, RW, CM",Left,1,3,4,High/Low,LCM,8.0,2022.0,,,70.0,70.0,73.0,77.0,31.0,46.0,,,,,,
208104,https://sofifa.com/player/208104/matheus-lima-magalhaes/20/159586,Matheus,26,84,Brazil,SC Braga,76,GK,Right,1,3,1,Medium/Medium,GK,1.0,2023.0,,,,,,,,,79.0,73.0,71.0,78.0,46.0,76.0
210423,https://sofifa.com/player/210423/albert-rusnak/20/159586,A. RusnÃ¡k,24,73,Slovakia,Real Salt Lake,76,"CAM, CM",Right,1,4,3,High/Medium,CAM,11.0,2021.0,,,72.0,75.0,75.0,75.0,45.0,60.0,,,,,,
212755,https://sofifa.com/player/212755/jorrit-hendrix/20/159586,J. Hendrix,24,75,Netherlands,PSV,76,"CDM, CM",Left,2,2,2,Medium/High,SUB,8.0,2021.0,,,68.0,59.0,67.0,71.0,73.0,77.0,,,,,,
214989,https://sofifa.com/player/214989/martin-benitez/20/159586,M. BenÃ­tez,25,72,Argentina,Independiente,76,"CAM, LM, RM",Right,1,2,4,High/High,LCM,10.0,2021.0,,,77.0,71.0,70.0,79.0,49.0,59.0,,,,,,
216437,https://sofifa.com/player/216437/wallace-fortuna-santos/20/159586,Wallace,24,85,Brazil,Lazio,76,CB,Right,2,2,2,Medium/Medium,SUB,13.0,2021.0,,,65.0,28.0,44.0,48.0,77.0,72.0,,,,,,
219571,https://sofifa.com/player/219571/victor-camarasa-ferrando/20/159586,Camarasa,25,76,Spain,Crystal Palace,76,"CM, RM, CAM",Right,1,3,3,High/Medium,SUB,23.0,2020.0,,,63.0,73.0,74.0,75.0,69.0,73.0,,,,,,
221634,https://sofifa.com/player/221634/luciano-acosta/20/159586,L. Acosta,25,61,Argentina,DC United,76,"CAM, LM",Right,1,3,5,High/Medium,LM,10.0,2019.0,,,81.0,67.0,71.0,80.0,46.0,61.0,,,,,,
222994,https://sofifa.com/player/222994/marvelous-nakamba/20/159586,M. Nakamba,25,76,Zimbabwe,Aston Villa,76,"CDM, CM",Left,1,2,3,Medium/High,SUB,11.0,2024.0,,,74.0,49.0,63.0,72.0,75.0,82.0,,,,,,
224218,https://sofifa.com/player/224218/francois-kamano/20/159586,F. Kamano,23,77,Guinea,FC Girondins de Bordeaux,76,"LW, LM, CF",Right,1,4,4,Medium/Medium,RF,11.0,2021.0,,,87.0,74.0,68.0,77.0,33.0,62.0,,,,,,
192012,https://sofifa.com/player/192012/diego-reyes/20/159586,D. Reyes,26,74,Mexico,FenerbahÃ§e SK,76,CB,Right,3,3,2,Medium/Medium,RCB,2.0,2020.0,SUB,5.0,62.0,46.0,61.0,69.0,77.0,67.0,,,,,,
192041,https://sofifa.com/player/192041/nestor-araujo/20/159586,N. AraÃºjo,27,87,Mexico,RC Celta,76,CB,Right,1,3,2,Low/Medium,LCB,4.0,2023.0,SUB,2.0,68.0,41.0,55.0,58.0,76.0,77.0,,,,,,
193314,https://sofifa.com/player/193314/aitor-fernandez/20/159586,Aitor,28,78,Spain,Levante UD,76,GK,Right,1,2,1,Medium/Medium,GK,13.0,2022.0,,,,,,,,,76.0,74.0,67.0,79.0,55.0,75.0
200223,https://sofifa.com/player/200223/adam-maher/20/159586,A. Maher,25,76,Netherlands,FC Utrecht,76,CM,Right,2,2,3,Medium/Medium,CDM,6.0,2022.0,,,70.0,68.0,77.0,77.0,61.0,55.0,,,,,,
201155,https://sofifa.com/player/201155/ravel-morrison/20/159586,R. Morrison,26,71,England,Sheffield United,76,"CAM, CM",Right,1,4,3,Medium/Low,SUB,14.0,2020.0,,,78.0,69.0,75.0,79.0,50.0,57.0,,,,,,
203362,https://sofifa.com/player/203362/mohamed-elyounoussi/20/159586,M. Elyounoussi,24,70,Norway,Southampton,76,"LM, CAM, RM",Right,1,4,4,Medium/Medium,SUB,11.0,2023.0,LM,11.0,78.0,71.0,75.0,76.0,39.0,63.0,,,,,,
204366,https://sofifa.com/player/204366/jurgen-locadia/20/159586,J. Locadia,25,87,Netherlands,Brighton & Hove Albion,76,"ST, LW",Right,1,4,3,High/Medium,SUB,9.0,2022.0,,,73.0,75.0,71.0,73.0,36.0,73.0,,,,,,
204760,https://sofifa.com/player/204760/charlie-taylor/20/159586,C. Taylor,25,70,England,Burnley,76,LB,Left,1,2,3,High/Medium,SUB,3.0,2021.0,,,71.0,54.0,71.0,74.0,75.0,76.0,,,,,,
205469,https://sofifa.com/player/205469/solomon-kverkvelia/20/159586,S. Kverkvelia,27,87,Georgia,Lokomotiv Moscow,76,CB,Right,1,2,2,Medium/Medium,SUB,33.0,2021.0,,,72.0,38.0,53.0,40.0,78.0,81.0,,,,,,
210287,https://sofifa.com/player/210287/jhon-cordoba/20/159586,J. CÃ³rdoba,26,85,Colombia,1. FC KÃ¶ln,76,ST,Right,1,3,3,High/High,RS,15.0,2021.0,,,82.0,75.0,61.0,72.0,44.0,83.0,,,,,,
211108,https://sofifa.com/player/211108/da-conceicao-fernando-henrique/20/159586,Fernandinho,26,70,Brazil,Hebei China Fortune FC,76,"CAM, RM, RW",Left,1,3,4,High/Low,RM,32.0,2020.0,,,80.0,69.0,72.0,77.0,51.0,67.0,,,,,,
211706,https://sofifa.com/player/211706/pere-pons-riera/20/159586,Pere Pons,26,70,Spain,Deportivo AlavÃ©s,76,"CM, CDM",Right,1,3,3,Medium/High,SUB,20.0,2022.0,,,66.0,61.0,72.0,74.0,69.0,73.0,,,,,,
211999,https://sofifa.com/player/211999/rani-khedira/20/159586,R. Khedira,25,84,Germany,FC Augsburg,76,"CB, CDM",Right,1,3,2,Medium/Medium,RDM,8.0,2021.0,,,56.0,43.0,61.0,61.0,76.0,77.0,,,,,,
212212,https://sofifa.com/player/212212/dominik-kohr/20/159586,D. Kohr,25,81,Germany,Eintracht Frankfurt,76,"CDM, CM",Right,2,3,3,Medium/Medium,LCM,28.0,2024.0,,,68.0,58.0,63.0,71.0,75.0,79.0,,,,,,
212491,https://sofifa.com/player/212491/arthur-masuaku/20/159586,A. Masuaku,25,70,DR Congo,West Ham United,76,"LB, LWB",Left,1,2,4,High/Medium,SUB,26.0,2024.0,,,86.0,63.0,72.0,81.0,70.0,70.0,,,,,,
212722,https://sofifa.com/player/212722/deandre-yedlin/20/159586,D. Yedlin,25,75,United States,Newcastle United,76,"RWB, RB",Right,1,3,3,High/Medium,RWB,22.0,2021.0,SUB,2.0,92.0,51.0,65.0,76.0,71.0,70.0,,,,,,
213814,https://sofifa.com/player/213814/federico-di-francesco/20/159586,F. Di Francesco,25,75,Italy,SPAL,76,"LW, RW",Right,1,4,4,Medium/Medium,SUB,31.0,2020.0,,,81.0,67.0,73.0,81.0,40.0,61.0,,,,,,
215123,https://sofifa.com/player/215123/alan-aguerre/20/159586,A. Aguerre,28,80,Argentina,Newell's Old Boys,76,GK,Right,1,2,1,Medium/Medium,GK,1.0,2022.0,,,,,,,,,77.0,74.0,63.0,79.0,46.0,73.0
215251,https://sofifa.com/player/215251/guido-herrera/20/159586,G. Herrera,27,84,Argentina,Club AtlÃ©tico Talleres,76,GK,Left,1,2,1,Medium/Medium,GK,22.0,2020.0,,,,,,,,,75.0,73.0,71.0,77.0,49.0,76.0
216939,https://sofifa.com/player/216939/andre-blake/20/159586,A. Blake,28,79,Jamaica,Philadelphia Union,76,GK,Right,1,2,1,Medium/Medium,GK,18.0,2019.0,,,,,,,,,78.0,71.0,68.0,83.0,46.0,74.0
222715,https://sofifa.com/player/222715/otavio-henrique-passos-santos/20/159586,OtÃ¡vio,25,73,Brazil,FC Girondins de Bordeaux,76,CDM,Right,2,3,3,Medium/High,LCM,5.0,2021.0,,,66.0,51.0,64.0,70.0,77.0,75.0,,,,,,
223061,https://sofifa.com/player/223061/franco-cervi/20/159586,F. Cervi,25,62,Argentina,SL Benfica,76,LM,Left,2,3,4,High/High,RES,11.0,2023.0,,,92.0,65.0,68.0,84.0,50.0,51.0,,,,,,
223138,https://sofifa.com/player/223138/anthony-briancon/20/159586,A. BrianÃ§on,24,79,France,NÃ®mes Olympique,76,CB,Right,1,2,2,Medium/High,RCB,23.0,2022.0,,,60.0,48.0,60.0,55.0,75.0,79.0,,,,,,
223697,https://sofifa.com/player/223697/robin-gosens/20/159586,R. Gosens,24,76,Germany,Atalanta,76,"LM, LB",Left,1,3,3,Medium/High,SUB,8.0,2020.0,,,79.0,65.0,72.0,75.0,72.0,77.0,,,,,,
224869,https://sofifa.com/player/224869/unai-bustinza-martinez/20/159586,Bustinza,27,74,Spain,CD LeganÃ©s,76,"CB, RB",Right,1,3,2,Low/Medium,RCB,3.0,2021.0,,,62.0,35.0,62.0,62.0,76.0,72.0,,,,,,
225018,https://sofifa.com/player/225018/florin-andone/20/159586,F. Andone,26,78,Romania,Brighton & Hove Albion,76,ST,Right,2,3,3,High/High,SUB,10.0,2023.0,,,75.0,75.0,63.0,73.0,51.0,78.0,,,,,,
229148,https://sofifa.com/player/229148/dalbert-chagas-estevao/20/159586,Dalbert,25,70,Brazil,Inter,76,LB,Left,1,3,3,High/Medium,LM,29.0,2023.0,,,91.0,58.0,69.0,76.0,72.0,71.0,,,,,,
232886,https://sofifa.com/player/232886/caio-lucas-fernandes/20/159586,Caio,25,69,Brazil,SL Benfica,76,LM,Right,1,3,4,Medium/Medium,SUB,7.0,2023.0,,,83.0,72.0,70.0,79.0,30.0,55.0,,,,,,
239872,https://sofifa.com/player/239872/pablo-renan-dos-santos/20/159586,Pablo Santos,27,83,Brazil,SC Braga,76,CB,Left,1,2,2,Medium/High,LCB,14.0,2023.0,,,66.0,39.0,43.0,53.0,77.0,77.0,,,,,,
244470,https://sofifa.com/player/244470/vladimir-coufal/20/159586,V. Coufal,26,75,Czech Republic,SK Slavia Praha,76,RB,Right,1,2,3,High/High,RB,5.0,2021.0,RB,5.0,77.0,60.0,70.0,72.0,72.0,80.0,,,,,,
189908,https://sofifa.com/player/189908/lukasz-skorupski/20/159586,L. Skorupski,28,84,Poland,Bologna,76,GK,Right,2,2,1,Medium/Medium,GK,28.0,2023.0,SUB,12.0,,,,,,,80.0,75.0,54.0,81.0,51.0,75.0
190459,https://sofifa.com/player/190459/andre-hansen/20/159586,A. Hansen,29,87,Norway,Rosenborg BK,76,GK,Right,1,2,1,Medium/Medium,GK,1.0,2023.0,,,,,,,,,78.0,68.0,70.0,80.0,36.0,76.0
190531,https://sofifa.com/player/190531/eliaquim-mangala/20/159586,E. Mangala,28,84,France,Valencia CF,76,CB,Left,2,4,2,Medium/High,SUB,25.0,2021.0,,,61.0,42.0,53.0,51.0,74.0,79.0,,,,,,
199576,https://sofifa.com/player/199576/oriol-romeu-vidal/20/159586,Oriol Romeu,27,83,Spain,Southampton,76,"CDM, CM",Right,2,3,2,Low/High,CM,14.0,2021.0,,,45.0,39.0,63.0,62.0,77.0,77.0,,,,,,
199833,https://sofifa.com/player/199833/lars-unnerstall/20/159586,L. Unnerstall,28,103,Germany,PSV,76,GK,Right,1,1,1,Medium/Medium,SUB,13.0,2021.0,,,,,,,,,76.0,75.0,72.0,77.0,33.0,74.0
206198,https://sofifa.com/player/206198/dominique-heintz/20/159586,D. Heintz,25,89,Germany,SC Freiburg,76,CB,Left,2,3,2,Medium/Medium,LCB,23.0,2022.0,,,59.0,36.0,60.0,59.0,74.0,79.0,,,,,,
208787,https://sofifa.com/player/208787/adrien-thomasson/20/159586,A. Thomasson,25,72,France,RC Strasbourg Alsace,76,"CM, CAM",Right,1,4,4,Medium/Medium,RCM,26.0,2021.0,,,73.0,70.0,75.0,76.0,64.0,63.0,,,,,,
211093,https://sofifa.com/player/211093/callum-mcgregor/20/159586,C. McGregor,26,74,Scotland,Celtic,76,"CDM, CAM, LM",Left,1,4,4,High/High,LDM,42.0,2023.0,LCM,10.0,78.0,69.0,73.0,78.0,69.0,76.0,,,,,,
216158,https://sofifa.com/player/216158/silvan-widmer/20/159586,S. Widmer,26,79,Switzerland,FC Basel 1893,76,RB,Right,2,3,3,Medium/Medium,RB,5.0,2022.0,,,80.0,64.0,73.0,76.0,72.0,78.0,,,,,,
220604,https://sofifa.com/player/220604/jaume-domenech-sanchez/20/159586,Jaume,28,73,Spain,Valencia CF,76,GK,Right,1,3,1,Medium/Medium,SUB,1.0,2022.0,,,,,,,,,74.0,73.0,75.0,82.0,58.0,72.0
183491,https://sofifa.com/player/183491/mathias-jorgensen/20/159586,M. JÃ¸rgensen,29,85,Denmark,FenerbahÃ§e SK,76,CB,Right,1,2,2,Medium/High,LCB,32.0,2020.0,SUB,13.0,66.0,40.0,59.0,55.0,75.0,80.0,,,,,,
189324,https://sofifa.com/player/189324/alex-mccarthy/20/159586,A. McCarthy,29,79,England,Southampton,76,GK,Right,1,2,1,Medium/Medium,SUB,1.0,2022.0,,,,,,,,,77.0,75.0,64.0,80.0,57.0,75.0
190034,https://sofifa.com/player/190034/timothee-kolodziejczak/20/159586,T. Kolodziejczak,27,75,France,Tigres U.A.N.L.,76,"CB, LB",Left,2,2,2,High/Medium,RES,98.0,2022.0,,,77.0,37.0,67.0,60.0,76.0,79.0,,,,,,
191628,https://sofifa.com/player/191628/leandro-chichizola/20/159586,L. Chichizola,29,80,Argentina,Getafe CF,76,GK,Right,1,3,1,Medium/Medium,SUB,1.0,2021.0,,,,,,,,,77.0,77.0,68.0,78.0,52.0,75.0
192342,https://sofifa.com/player/192342/edwin-cardona/20/159586,E. Cardona,26,92,Colombia,Pachuca,76,"CAM, LW",Right,2,4,3,Medium/Low,CAM,10.0,2020.0,SUB,8.0,56.0,78.0,78.0,76.0,40.0,79.0,,,,,,
194201,https://sofifa.com/player/194201/pontus-jansson/20/159586,P. Jansson,28,86,Sweden,Brentford,76,CB,Right,1,3,2,Medium/Medium,CB,18.0,2022.0,,,64.0,42.0,53.0,62.0,76.0,79.0,,,,,,
195859,https://sofifa.com/player/195859/danny-ings/20/159586,D. Ings,26,73,England,Southampton,76,ST,Right,1,3,3,High/High,RS,9.0,2022.0,,,75.0,74.0,64.0,76.0,32.0,66.0,,,,,,
198683,https://sofifa.com/player/198683/manolo-gabbiadini/20/159586,M. Gabbiadini,27,75,Italy,Sampdoria,76,ST,Left,2,3,3,Medium/Low,SUB,23.0,2023.0,,,66.0,79.0,71.0,76.0,26.0,64.0,,,,,,
199417,https://sofifa.com/player/199417/harun-tekin/20/159586,H. Tekin,30,78,Turkey,FenerbahÃ§e SK,76,GK,Right,1,1,1,Medium/Medium,GK,35.0,2021.0,,,,,,,,,77.0,72.0,72.0,80.0,38.0,73.0
199602,https://sofifa.com/player/199602/john-guidetti/20/159586,J. Guidetti,27,80,Sweden,Deportivo AlavÃ©s,76,ST,Right,2,3,4,High/Medium,SUB,10.0,2022.0,,,61.0,77.0,68.0,73.0,41.0,74.0,,,,,,
200773,https://sofifa.com/player/200773/alhassan-wakaso/20/159586,A. Wakaso,27,76,Ghana,VitÃ³ria GuimarÃ£es,76,CDM,Right,1,3,2,Medium/High,CDM,25.0,2020.0,,,67.0,49.0,60.0,66.0,77.0,83.0,,,,,,
201118,https://sofifa.com/player/201118/cedric-ricardo-alves-soares/20/159586,CÃ©dric,27,67,Portugal,Southampton,76,"RB, RWB",Right,2,4,3,High/Medium,SUB,2.0,2020.0,,,77.0,66.0,70.0,76.0,73.0,70.0,,,,,,
202088,https://sofifa.com/player/202088/felix-klaus/20/159586,F. Klaus,26,79,Germany,VfL Wolfsburg,76,"RW, LW, RM",Right,1,3,3,Medium/Medium,RF,11.0,2022.0,,,81.0,71.0,70.0,78.0,37.0,69.0,,,,,,
202934,https://sofifa.com/player/202934/ogenyi-onazi/20/159586,O. Onazi,26,73,Nigeria,Trabzonspor,76,"CDM, CM",Right,1,3,3,Medium/Medium,LCM,6.0,2020.0,,,80.0,66.0,71.0,76.0,75.0,72.0,,,,,,
203128,https://sofifa.com/player/203128/thomas-monconduit/20/159586,T. Monconduit,28,83,France,Amiens SC,76,"CDM, CM",Right,1,3,2,Medium/Medium,RDM,6.0,2021.0,,,64.0,55.0,72.0,69.0,75.0,77.0,,,,,,
204713,https://sofifa.com/player/204713/joel-campbell/20/159586,J. Campbell,27,78,Costa Rica,Club LeÃ³n,76,"ST, RM",Left,2,2,4,Medium/Medium,CF,8.0,2020.0,,,88.0,74.0,74.0,78.0,40.0,72.0,,,,,,
205566,https://sofifa.com/player/205566/alberto-moreno-perez/20/159586,Alberto Moreno,26,65,Spain,Villarreal CF,76,LB,Left,2,2,3,High/Low,LB,18.0,2024.0,,,85.0,65.0,68.0,78.0,70.0,70.0,,,,,,
207554,https://sofifa.com/player/207554/viktor-claesson/20/159586,V. Claesson,27,79,Sweden,Sweden,76,"CAM, LM, CM",Right,1,3,3,High/High,,,,RM,17.0,74.0,73.0,72.0,73.0,42.0,72.0,,,,,,
209236,https://sofifa.com/player/209236/guilherme-dos-santos-torres/20/159586,Guilherme,28,76,Brazil,Olympiacos CFP,76,"CDM, CM",Right,1,4,3,Medium/Medium,RDM,8.0,2021.0,,,67.0,64.0,72.0,69.0,72.0,78.0,,,,,,
210679,https://sofifa.com/player/210679/paulo-andre-rodrigues-oliveira/20/159586,Paulo Oliveira,27,82,Portugal,SD Eibar,76,CB,Right,1,2,2,Medium/High,SUB,12.0,2021.0,,,63.0,35.0,50.0,61.0,76.0,75.0,,,,,,
211461,https://sofifa.com/player/211461/luiz-phellype-luciano-silva/20/159586,Luiz Phellype,25,83,Brazil,Sporting CP,76,ST,Right,1,3,3,Medium/High,ST,29.0,2024.0,,,54.0,78.0,59.0,69.0,30.0,81.0,,,,,,
212213,https://sofifa.com/player/212213/ricardo-sousa-esgaio/20/159586,Ricardo Esgaio,26,68,Portugal,SC Braga,76,"RB, RW",Right,1,3,4,High/Medium,SUB,47.0,2022.0,,,74.0,66.0,74.0,80.0,70.0,68.0,,,,,,
215531,https://sofifa.com/player/215531/deniz-turuc/20/159586,D. TÃ¼rÃ¼Ã§,26,72,Turkey,FenerbahÃ§e SK,76,"RM, CAM",Left,1,4,4,High/Medium,SUB,23.0,2022.0,RM,20.0,75.0,69.0,78.0,76.0,56.0,69.0,,,,,,
224396,https://sofifa.com/player/224396/yeimar-gomez-andrade/20/159586,Y. GÃ³mez Andrade,27,92,Colombia,UniÃ³n de Santa Fe,76,CB,Right,1,3,2,Low/High,RCB,28.0,2021.0,,,54.0,32.0,40.0,42.0,76.0,85.0,,,,,,
232883,https://sofifa.com/player/232883/gaku-shibasaki/20/159586,G. Shibasaki,27,62,Japan,Deportivo de La CoruÃ±a,76,"CAM, ST, CDM",Right,1,3,4,Medium/Medium,LDM,22.0,2023.0,,,68.0,68.0,75.0,76.0,68.0,64.0,,,,,,
233029,https://sofifa.com/player/233029/rodrigo-aliendro/20/159586,R. Aliendro,28,68,Argentina,Club AtlÃ©tico ColÃ³n,76,"CDM, CM",Right,1,3,4,Medium/Medium,SUB,29.0,2022.0,,,78.0,72.0,69.0,77.0,72.0,78.0,,,,,,
47201,https://sofifa.com/player/47201/silvio-proto/20/159586,S. Proto,36,74,Belgium,Lazio,76,GK,Right,2,2,1,Medium/Medium,SUB,24.0,2021.0,,,,,,,,,75.0,73.0,73.0,77.0,47.0,78.0
50542,https://sofifa.com/player/50542/jermain-defoe/20/159586,J. Defoe,36,65,England,Rangers FC,76,ST,Right,2,4,3,Medium/Low,SUB,9.0,2020.0,,,67.0,82.0,60.0,75.0,26.0,56.0,,,,,,
53914,https://sofifa.com/player/53914/phil-jagielka/20/159586,P. Jagielka,36,87,England,Sheffield United,76,CB,Right,2,3,2,Medium/High,SUB,15.0,2020.0,,,46.0,44.0,57.0,52.0,77.0,65.0,,,,,,
121944,https://sofifa.com/player/121944/bastian-schweinsteiger/20/159586,B. Schweinsteiger,34,79,Germany,Chicago Fire,76,"CB, CDM",Right,4,3,3,Medium/Medium,RCB,31.0,2019.0,,,34.0,71.0,79.0,71.0,74.0,73.0,,,,,,
124635,https://sofifa.com/player/124635/mehmet-topal/20/159586,M. Topal,33,82,Turkey,Turkey,76,"CDM, CB",Right,2,5,3,Medium/Medium,,,,SUB,15.0,55.0,64.0,63.0,68.0,76.0,76.0,,,,,,
125871,https://sofifa.com/player/125871/hasan-ali-kaldirim/20/159586,H. KaldÄ±rÄ±m,29,75,Turkey,FenerbahÃ§e SK,76,LB,Left,1,2,3,Medium/High,LB,3.0,2020.0,LB,3.0,74.0,56.0,68.0,71.0,74.0,72.0,,,,,,
134744,https://sofifa.com/player/134744/atiba-hutchinson/20/159586,A. Hutchinson,36,83,Canada,BeÅiktaÅ JK,76,"CDM, CM",Right,2,4,2,High/High,SUB,13.0,2020.0,LDM,13.0,65.0,64.0,73.0,71.0,75.0,75.0,,,,,,
134779,https://sofifa.com/player/134779/jimmy-briand/20/159586,J. Briand,33,84,France,FC Girondins de Bordeaux,76,ST,Right,2,3,3,High/Medium,ST,7.0,2020.0,,,66.0,76.0,73.0,72.0,46.0,71.0,,,,,,
135451,https://sofifa.com/player/135451/heurelho-silva-gomes/20/159586,Gomes,38,95,Brazil,Watford,76,GK,Right,2,2,1,Medium/Medium,SUB,1.0,2020.0,,,,,,,,,79.0,71.0,58.0,80.0,46.0,75.0
138699,https://sofifa.com/player/138699/blerim-dzemaili/20/159586,B. DÅ¾emaili,33,73,Switzerland,Bologna,76,"CM, CDM, CAM",Right,2,4,3,Medium/Medium,RDM,31.0,2020.0,,,57.0,73.0,76.0,76.0,71.0,66.0,,,,,,
139064,https://sofifa.com/player/139064/leonardo-ponzio/20/159586,L. Ponzio,37,71,Argentina,River Plate,76,CDM,Right,2,3,3,Medium/High,SUB,23.0,2020.0,,,44.0,59.0,70.0,68.0,77.0,72.0,,,,,,
140620,https://sofifa.com/player/140620/ragnar-klavan/20/159586,R. Klavan,33,85,Estonia,Cagliari,76,CB,Left,2,3,2,Medium/Medium,LCB,15.0,2020.0,,,41.0,48.0,63.0,61.0,77.0,67.0,,,,,,
142966,https://sofifa.com/player/142966/jesus-datolo/20/159586,J. DÃ¡tolo,35,77,Argentina,Club AtlÃ©tico Banfield,76,"CM, CAM, LM",Left,1,3,4,High/Low,LCM,10.0,2020.0,,,61.0,76.0,80.0,77.0,51.0,60.0,,,,,,
143745,https://sofifa.com/player/143745/arda-turan/20/159586,A. Turan,32,76,Turkey,Medipol BaÅakÅehir FK,76,"LM, CM",Right,3,4,4,High/High,SUB,10.0,2020.0,,,64.0,73.0,77.0,77.0,64.0,66.0,,,,,,
144172,https://sofifa.com/player/144172/serkan-kirintili/20/159586,S. KÄ±rÄ±ntÄ±lÄ±,34,78,Turkey,Atiker Konyaspor,76,GK,Right,1,2,1,Medium/Medium,GK,1.0,2020.0,,,,,,,,,76.0,73.0,68.0,79.0,49.0,76.0
